timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/04/29 19:45:38.958, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 304.60 W, 68
2026/04/29 19:45:39.958, NVIDIA A100 80GB PCIe, 85 %, 72 %, 76935 MiB, 81920 MiB, 279.97 W, 67
2026/04/29 19:45:40.959, NVIDIA A100 80GB PCIe, 99 %, 63 %, 76935 MiB, 81920 MiB, 305.47 W, 68
2026/04/29 19:45:41.959, NVIDIA A100 80GB PCIe, 99 %, 63 %, 76935 MiB, 81920 MiB, 297.18 W, 68
2026/04/29 19:45:42.960, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 301.12 W, 67
2026/04/29 19:45:43.960, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 287.60 W, 67
2026/04/29 19:45:44.960, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 289.60 W, 67
2026/04/29 19:45:45.960, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 301.41 W, 67
2026/04/29 19:45:46.960, NVIDIA A100 80GB PCIe, 98 %, 61 %, 76935 MiB, 81920 MiB, 300.64 W, 67
2026/04/29 19:45:47.961, NVIDIA A100 80GB PCIe, 98 %, 61 %, 76935 MiB, 81920 MiB, 301.71 W, 67
2026/04/29 19:45:48.961, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 303.59 W, 66
2026/04/29 19:45:49.961, NVIDIA A100 80GB PCIe, 98 %, 61 %, 76935 MiB, 81920 MiB, 283.25 W, 66
2026/04/29 19:45:50.961, NVIDIA A100 80GB PCIe, 98 %, 61 %, 76935 MiB, 81920 MiB, 296.15 W, 66
2026/04/29 19:45:51.961, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 301.49 W, 66
2026/04/29 19:45:52.962, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 295.57 W, 66
2026/04/29 19:45:53.962, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 308.82 W, 65
2026/04/29 19:45:54.962, NVIDIA A100 80GB PCIe, 98 %, 63 %, 76935 MiB, 81920 MiB, 297.10 W, 65
2026/04/29 19:45:55.962, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 285.84 W, 65
2026/04/29 19:45:56.963, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 297.56 W, 65
2026/04/29 19:45:57.965, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 285.77 W, 65
2026/04/29 19:45:58.965, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 297.20 W, 65
2026/04/29 19:45:59.965, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 288.26 W, 65
2026/04/29 19:46:00.965, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 292.50 W, 65
2026/04/29 19:46:01.965, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 297.66 W, 64
2026/04/29 19:46:02.966, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 307.76 W, 64
2026/04/29 19:46:03.966, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 301.16 W, 64
2026/04/29 19:46:04.966, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 286.57 W, 64
2026/04/29 19:46:05.966, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 308.36 W, 64
2026/04/29 19:46:06.967, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 300.17 W, 64
2026/04/29 19:46:07.967, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 292.91 W, 64
2026/04/29 19:46:08.967, NVIDIA A100 80GB PCIe, 99 %, 63 %, 76935 MiB, 81920 MiB, 296.25 W, 64
2026/04/29 19:46:09.967, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 283.15 W, 64
2026/04/29 19:46:10.968, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 286.25 W, 64
2026/04/29 19:46:11.968, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 289.18 W, 64
2026/04/29 19:46:12.968, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 299.28 W, 64
2026/04/29 19:46:13.968, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 306.88 W, 64
2026/04/29 19:46:14.969, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 296.11 W, 64
2026/04/29 19:46:15.969, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 310.78 W, 64
2026/04/29 19:46:16.969, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 298.06 W, 64
2026/04/29 19:46:17.969, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 310.92 W, 64
2026/04/29 19:46:18.970, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 297.66 W, 64
2026/04/29 19:46:19.970, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 300.87 W, 64
2026/04/29 19:46:20.970, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 295.45 W, 64
2026/04/29 19:46:21.970, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 290.75 W, 64
2026/04/29 19:46:22.970, NVIDIA A100 80GB PCIe, 99 %, 63 %, 76935 MiB, 81920 MiB, 287.49 W, 64
2026/04/29 19:46:23.971, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 308.01 W, 63
2026/04/29 19:46:24.971, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 289.23 W, 63
2026/04/29 19:46:25.971, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 303.05 W, 64
2026/04/29 19:46:26.971, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 290.27 W, 63
2026/04/29 19:46:27.972, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 295.84 W, 63
2026/04/29 19:46:28.972, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 296.61 W, 63
2026/04/29 19:46:29.972, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 313.12 W, 63
2026/04/29 19:46:30.972, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 298.93 W, 63
2026/04/29 19:46:31.973, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 290.28 W, 63
2026/04/29 19:46:32.973, NVIDIA A100 80GB PCIe, 99 %, 63 %, 76935 MiB, 81920 MiB, 299.48 W, 63
2026/04/29 19:46:33.973, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 293.94 W, 63
2026/04/29 19:46:34.973, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 295.84 W, 63
2026/04/29 19:46:35.974, NVIDIA A100 80GB PCIe, 99 %, 62 %, 76935 MiB, 81920 MiB, 296.17 W, 63
2026/04/29 19:46:36.974, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 292.01 W, 63
2026/04/29 19:46:37.974, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 294.40 W, 63
2026/04/29 19:46:38.974, NVIDIA A100 80GB PCIe, 98 %, 62 %, 76935 MiB, 81920 MiB, 296.52 W, 63
2026/04/29 19:46:39.974, NVIDIA A100 80GB PCIe, 98 %, 67 %, 76935 MiB, 81920 MiB, 299.12 W, 63
2026/04/29 19:46:40.975, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 81.02 W, 59
2026/04/29 19:46:41.975, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 79.63 W, 59
2026/04/29 19:46:42.975, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 79.08 W, 58
2026/04/29 19:46:43.976, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 78.75 W, 58
2026/04/29 19:46:44.976, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 77.88 W, 57
2026/04/29 19:46:45.976, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 78.36 W, 57
2026/04/29 19:46:46.976, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 77.92 W, 56
2026/04/29 19:46:47.977, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 77.88 W, 56
2026/04/29 19:46:48.977, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 77.08 W, 55
2026/04/29 19:46:49.977, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 76.88 W, 55
2026/04/29 19:46:50.977, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 76.69 W, 54
2026/04/29 19:46:51.978, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 76.10 W, 54
2026/04/29 19:46:52.978, NVIDIA A100 80GB PCIe, 0 %, 0 %, 76935 MiB, 81920 MiB, 74.64 W, 54
